year,country,type,n,region,subregion,intermediate_region,least_developed,land_locked_developing,small_island_developing,code_region,code_subregion,code_intermediate_region,code_m49,code_iso_alpha2,code_iso_alpha3
2012,South Africa,pv,274873,Africa,Sub-Saharan Africa,Southern Africa,0,0,0,2,202,18,710,ZA,ZAF
2012,South Africa,cv,264551,Africa,Sub-Saharan Africa,Southern Africa,0,0,0,2,202,18,710,ZA,ZAF
2012,South Korea,pv,4167089,Asia,Eastern Asia,NA,0,0,0,142,30,NA,410,KR,KOR
2012,South Korea,cv,394677,Asia,Eastern Asia,NA,0,0,0,142,30,NA,410,KR,KOR
2012,Spain,pv,1539680,Europe,Southern Europe,NA,0,0,0,150,39,NA,724,ES,ESP
2012,Spain,cv,439499,Europe,Southern Europe,NA,0,0,0,150,39,NA,724,ES,ESP
2012,Sweden,pv,162814,Europe,Northern Europe,NA,0,0,0,150,154,NA,752,SE,SWE
2012,Sweden,cv,NA,Europe,Northern Europe,NA,0,0,0,150,154,NA,752,SE,SWE
2012,Taiwan,pv,278043,Asia,Eastern Asia,NA,0,0,0,142,30,NA,NA,CN-TW,TWN
2012,Taiwan,cv,60995,Asia,Eastern Asia,NA,0,0,0,142,30,NA,NA,CN-TW,TWN
2012,Thailand,pv,945100,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,764,TH,THA
2012,Thailand,cv,1484042,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,764,TH,THA
2012,Turkey,pv,577296,Asia,Western Asia,NA,0,0,0,142,145,NA,792,TR,TUR
2012,Turkey,cv,495682,Asia,Western Asia,NA,0,0,0,142,145,NA,792,TR,TUR
2012,Ukraine,pv,69687,Europe,Eastern Europe,NA,0,0,0,150,151,NA,804,UA,UKR
2012,Ukraine,cv,6594,Europe,Eastern Europe,NA,0,0,0,150,151,NA,804,UA,UKR
2012,United Kingdom,pv,1464906,Europe,Northern Europe,NA,0,0,0,150,154,NA,826,GB,GBR
2012,United Kingdom,cv,112039,Europe,Northern Europe,NA,0,0,0,150,154,NA,826,GB,GBR
2012,USA,pv,4109013,Americas,Northern America,NA,0,0,0,19,21,NA,840,US,USA
2012,USA,cv,6226752,Americas,Northern America,NA,0,0,0,19,21,NA,840,US,USA
2012,Uzbekistan,pv,144980,Asia,Central Asia,NA,0,1,0,142,143,NA,860,UZ,UZB
2012,Uzbekistan,cv,19200,Asia,Central Asia,NA,0,1,0,142,143,NA,860,UZ,UZB
2012,Others,pv,463990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Others,cv,135652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Argentina,pv,506539,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,32,AR,ARG
2013,Argentina,cv,284468,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,32,AR,ARG
2013,Australia,pv,170808,Oceania,Australia and New Zealand,NA,0,0,0,9,53,NA,36,AU,AUS
2013,Australia,cv,45118,Oceania,Australia and New Zealand,NA,0,0,0,9,53,NA,36,AU,AUS
2013,Austria,pv,146566,Europe,Western Europe,NA,0,0,0,150,155,NA,40,AT,AUT
2013,Austria,cv,19862,Europe,Western Europe,NA,0,0,0,150,155,NA,40,AT,AUT
2013,Belgium,pv,465504,Europe,Western Europe,NA,0,0,0,150,155,NA,56,BE,BEL
2013,Belgium,cv,38000,Europe,Western Europe,NA,0,0,0,150,155,NA,56,BE,BEL
2013,Brazil,pv,2722979,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,76,BR,BRA
2013,Brazil,cv,989401,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,76,BR,BRA
2013,Canada,pv,965191,Americas,Northern America,NA,0,0,0,19,21,NA,124,CA,CAN
2013,Canada,cv,1414615,Americas,Northern America,NA,0,0,0,19,21,NA,124,CA,CAN
2013,China,pv,18084169,Asia,Eastern Asia,NA,0,0,0,142,30,NA,156,CN,CHN
2013,China,cv,4032656,Asia,Eastern Asia,NA,0,0,0,142,30,NA,156,CN,CHN
2013,Czech Republic,pv,1128473,Europe,Eastern Europe,NA,0,0,0,150,151,NA,203,CZ,CZE
2013,Czech Republic,cv,4458,Europe,Eastern Europe,NA,0,0,0,150,151,NA,203,CZ,CZE
2013,Egypt,pv,13777,Africa,Northern Africa,NA,0,0,0,2,15,NA,818,EG,EGY
2013,Egypt,cv,17027,Africa,Northern Africa,NA,0,0,0,2,15,NA,818,EG,EGY
2013,Finland,pv,7600,Europe,Northern Europe,NA,0,0,0,150,154,NA,246,FI,FIN
2013,Finland,cv,103,Europe,Northern Europe,NA,0,0,0,150,154,NA,246,FI,FIN
2013,France,pv,1458220,Europe,Western Europe,NA,0,0,0,150,155,NA,250,FR,FRA
2013,France,cv,282000,Europe,Western Europe,NA,0,0,0,150,155,NA,250,FR,FRA
2013,Germany,pv,5439904,Europe,Western Europe,NA,0,0,0,150,155,NA,276,DE,DEU
2013,Germany,cv,278318,Europe,Western Europe,NA,0,0,0,150,155,NA,276,DE,DEU
2013,Hungary,pv,317857,Europe,Eastern Europe,NA,0,0,0,150,151,NA,348,HU,HUN
2013,Hungary,cv,3430,Europe,Eastern Europe,NA,0,0,0,150,151,NA,348,HU,HUN
2013,India,pv,3155694,Asia,Southern Asia,NA,0,0,0,142,34,NA,356,IN,IND
2013,India,cv,742731,Asia,Southern Asia,NA,0,0,0,142,34,NA,356,IN,IND
2013,Indonesia,pv,924753,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,360,ID,IDN
2013,Indonesia,cv,281615,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,360,ID,IDN
2013,Iran,pv,630639,Asia,Southern Asia,NA,0,0,0,142,34,NA,364,IR,IRN
2013,Iran,cv,113041,Asia,Southern Asia,NA,0,0,0,142,34,NA,364,IR,IRN
2013,Italy,pv,388465,Europe,Southern Europe,NA,0,0,0,150,39,NA,380,IT,ITA
2013,Italy,cv,269741,Europe,Southern Europe,NA,0,0,0,150,39,NA,380,IT,ITA
2013,Japan,pv,8189323,Asia,Eastern Asia,NA,0,0,0,142,30,NA,392,JP,JPN
2013,Japan,cv,1440858,Asia,Eastern Asia,NA,0,0,0,142,30,NA,392,JP,JPN
2013,Malaysia,pv,543892,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,458,MY,MYS
2013,Malaysia,cv,57515,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,458,MY,MYS
2013,Mexico,pv,1771987,Americas,Latin America and the Caribbean,Central America,0,0,0,19,419,13,484,MX,MEX
2013,Mexico,cv,1282862,Americas,Latin America and the Caribbean,Central America,0,0,0,19,419,13,484,MX,MEX
2013,Netherlands,pv,0,Europe,Western Europe,NA,0,0,0,150,155,NA,528,NL,NLD
2013,Netherlands,cv,29183,Europe,Western Europe,NA,0,0,0,150,155,NA,528,NL,NLD
2013,Poland,pv,475000,Europe,Eastern Europe,NA,0,0,0,150,151,NA,616,PL,POL
2013,Poland,cv,115159,Europe,Eastern Europe,NA,0,0,0,150,151,NA,616,PL,POL
2013,Portugal,pv,109698,Europe,Southern Europe,NA,0,0,0,150,39,NA,620,PT,PRT
2013,Portugal,cv,44318,Europe,Southern Europe,NA,0,0,0,150,39,NA,620,PT,PRT
2013,Romania,pv,410959,Europe,Eastern Europe,NA,0,0,0,150,151,NA,642,RO,ROU
2013,Romania,cv,38,Europe,Eastern Europe,NA,0,0,0,150,151,NA,642,RO,ROU
2013,Russia,pv,1927578,Europe,Eastern Europe,NA,0,0,0,150,151,NA,643,RU,RUS
2013,Russia,cv,264667,Europe,Eastern Europe,NA,0,0,0,150,151,NA,643,RU,RUS
2013,Serbia,pv,113487,Europe,Southern Europe,NA,0,0,0,150,39,NA,688,RS,SRB
2013,Serbia,cv,805,Europe,Southern Europe,NA,0,0,0,150,39,NA,688,RS,SRB
2013,Slovakia,pv,975000,Europe,Eastern Europe,NA,0,0,0,150,151,NA,703,SK,SVK
2013,Slovakia,cv,0,Europe,Eastern Europe,NA,0,0,0,150,151,NA,703,SK,SVK
2013,Slovenia,pv,89395,Europe,Southern Europe,NA,0,0,0,150,39,NA,705,SI,SVN
2013,Slovenia,cv,4339,Europe,Southern Europe,NA,0,0,0,150,39,NA,705,SI,SVN
2013,South Africa,pv,265257,Africa,Sub-Saharan Africa,Southern Africa,0,0,0,2,202,18,710,ZA,ZAF
2013,South Africa,cv,280656,Africa,Sub-Saharan Africa,Southern Africa,0,0,0,2,202,18,710,ZA,ZAF
2013,South Korea,pv,4122604,Asia,Eastern Asia,NA,0,0,0,142,30,NA,410,KR,KOR
2013,South Korea,cv,398825,Asia,Eastern Asia,NA,0,0,0,142,30,NA,410,KR,KOR
2013,Spain,pv,1754668,Europe,Southern Europe,NA,0,0,0,150,39,NA,724,ES,ESP
2013,Spain,cv,408670,Europe,Southern Europe,NA,0,0,0,150,39,NA,724,ES,ESP
2013,Sweden,pv,161080,Europe,Northern Europe,NA,0,0,0,150,154,NA,752,SE,SWE
2013,Sweden,cv,NA,Europe,Northern Europe,NA,0,0,0,150,154,NA,752,SE,SWE
2013,Taiwan,pv,291037,Asia,Eastern Asia,NA,0,0,0,142,30,NA,NA,CN-TW,TWN
2013,Taiwan,cv,47683,Asia,Eastern Asia,NA,0,0,0,142,30,NA,NA,CN-TW,TWN
2013,Thailand,pv,1071076,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,764,TH,THA
2013,Thailand,cv,1385981,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,764,TH,THA
2013,Turkey,pv,633604,Asia,Western Asia,NA,0,0,0,142,145,NA,792,TR,TUR
2013,Turkey,cv,491930,Asia,Western Asia,NA,0,0,0,142,145,NA,792,TR,TUR
2013,Ukraine,pv,45758,Europe,Eastern Europe,NA,0,0,0,150,151,NA,804,UA,UKR
2013,Ukraine,cv,4691,Europe,Eastern Europe,NA,0,0,0,150,151,NA,804,UA,UKR
2013,United Kingdom,pv,1509762,Europe,Northern Europe,NA,0,0,0,150,154,NA,826,GB,GBR
2013,United Kingdom,cv,88110,Europe,Northern Europe,NA,0,0,0,150,154,NA,826,GB,GBR
2013,USA,pv,4368835,Americas,Northern America,NA,0,0,0,19,21,NA,840,US,USA
2013,USA,cv,6697597,Americas,Northern America,NA,0,0,0,19,21,NA,840,US,USA
2013,Uzbekistan,pv,246641,Asia,Central Asia,NA,0,1,0,142,143,NA,860,UZ,UZB
2013,Uzbekistan,cv,0,Asia,Central Asia,NA,0,1,0,142,143,NA,860,UZ,UZB
2013,Others,pv,523679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Others,cv,119936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Argentina,pv,363711,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,32,AR,ARG
2014,Argentina,cv,253618,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,32,AR,ARG
2014,Australia,pv,166933,Oceania,Australia and New Zealand,NA,0,0,0,9,53,NA,36,AU,AUS
2014,Australia,cv,13378,Oceania,Australia and New Zealand,NA,0,0,0,9,53,NA,36,AU,AUS
2014,Austria,pv,136000,Europe,Western Europe,NA,0,0,0,150,155,NA,40,AT,AUT
2014,Austria,cv,18340,Europe,Western Europe,NA,0,0,0,150,155,NA,40,AT,AUT
2014,Belgium,pv,481636,Europe,Western Europe,NA,0,0,0,150,155,NA,56,BE,BEL
2014,Belgium,cv,35195,Europe,Western Europe,NA,0,0,0,150,155,NA,56,BE,BEL
2014,Brazil,pv,2502293,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,76,BR,BRA
2014,Brazil,cv,644093,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,76,BR,BRA
2014,Canada,pv,913533,Americas,Northern America,NA,0,0,0,19,21,NA,124,CA,CAN
2014,Canada,cv,1480621,Americas,Northern America,NA,0,0,0,19,21,NA,124,CA,CAN
2014,China,pv,19928505,Asia,Eastern Asia,NA,0,0,0,142,30,NA,156,CN,CHN
2014,China,cv,3803095,Asia,Eastern Asia,NA,0,0,0,142,30,NA,156,CN,CHN
2014,Czech Republic,pv,1246506,Europe,Eastern Europe,NA,0,0,0,150,151,NA,203,CZ,CZE
2014,Czech Republic,cv,4714,Europe,Eastern Europe,NA,0,0,0,150,151,NA,203,CZ,CZE
2014,Egypt,pv,17542,Africa,Northern Africa,NA,0,0,0,2,15,NA,818,EG,EGY
2014,Egypt,cv,9190,Africa,Northern Africa,NA,0,0,0,2,15,NA,818,EG,EGY
2014,Finland,pv,45000,Europe,Northern Europe,NA,0,0,0,150,154,NA,246,FI,FIN
2014,Finland,cv,35,Europe,Northern Europe,NA,0,0,0,150,154,NA,246,FI,FIN
2014,France,pv,1499464,Europe,Western Europe,NA,0,0,0,150,155,NA,250,FR,FRA
2014,France,cv,322000,Europe,Western Europe,NA,0,0,0,150,155,NA,250,FR,FRA
2014,Germany,pv,5604026,Europe,Western Europe,NA,0,0,0,150,155,NA,276,DE,DEU
2014,Germany,cv,303522,Europe,Western Europe,NA,0,0,0,150,155,NA,276,DE,DEU
2014,Hungary,pv,434069,Europe,Eastern Europe,NA,0,0,0,150,151,NA,348,HU,HUN
2014,Hungary,cv,2400,Europe,Eastern Europe,NA,0,0,0,150,151,NA,348,HU,HUN
2014,India,pv,3162372,Asia,Southern Asia,NA,0,0,0,142,34,NA,356,IN,IND
2014,India,cv,682485,Asia,Southern Asia,NA,0,0,0,142,34,NA,356,IN,IND
2014,Indonesia,pv,1013172,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,360,ID,IDN
2014,Indonesia,cv,285351,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,360,ID,IDN
2014,Iran,pv,925975,Asia,Southern Asia,NA,0,0,0,142,34,NA,364,IR,IRN
2014,Iran,cv,164871,Asia,Southern Asia,NA,0,0,0,142,34,NA,364,IR,IRN
2014,Italy,pv,401317,Europe,Southern Europe,NA,0,0,0,150,39,NA,380,IT,ITA
2014,Italy,cv,296547,Europe,Southern Europe,NA,0,0,0,150,39,NA,380,IT,ITA
2014,Japan,pv,8277070,Asia,Eastern Asia,NA,0,0,0,142,30,NA,392,JP,JPN
2014,Japan,cv,1497488,Asia,Eastern Asia,NA,0,0,0,142,30,NA,392,JP,JPN
2014,Malaysia,pv,545122,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,458,MY,MYS
2014,Malaysia,cv,50012,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,458,MY,MYS
2014,Mexico,pv,1915709,Americas,Latin America and the Caribbean,Central America,0,0,0,19,419,13,484,MX,MEX
2014,Mexico,cv,1452301,Americas,Latin America and the Caribbean,Central America,0,0,0,19,419,13,484,MX,MEX
2014,Netherlands,pv,29196,Europe,Western Europe,NA,0,0,0,150,155,NA,528,NL,NLD
2014,Netherlands,cv,2232,Europe,Western Europe,NA,0,0,0,150,155,NA,528,NL,NLD
2014,Poland,pv,472600,Europe,Eastern Europe,NA,0,0,0,150,151,NA,616,PL,POL
2014,Poland,cv,120904,Europe,Eastern Europe,NA,0,0,0,150,151,NA,616,PL,POL
2014,Portugal,pv,117744,Europe,Southern Europe,NA,0,0,0,150,39,NA,620,PT,PRT
2014,Portugal,cv,43765,Europe,Southern Europe,NA,0,0,0,150,39,NA,620,PT,PRT
2014,Romania,pv,391422,Europe,Eastern Europe,NA,0,0,0,150,151,NA,642,RO,ROU
2014,Romania,cv,12,Europe,Eastern Europe,NA,0,0,0,150,151,NA,642,RO,ROU
2014,Russia,pv,1682921,Europe,Eastern Europe,NA,0,0,0,150,151,NA,643,RU,RUS
2014,Russia,cv,204272,Europe,Eastern Europe,NA,0,0,0,150,151,NA,643,RU,RUS
2014,Serbia,pv,101576,Europe,Southern Europe,NA,0,0,0,150,39,NA,688,RS,SRB
2014,Serbia,cv,695,Europe,Southern Europe,NA,0,0,0,150,39,NA,688,RS,SRB
2014,Slovakia,pv,971160,Europe,Eastern Europe,NA,0,0,0,150,151,NA,703,SK,SVK
2014,Slovakia,cv,0,Europe,Eastern Europe,NA,0,0,0,150,151,NA,703,SK,SVK
2014,Slovenia,pv,118533,Europe,Southern Europe,NA,0,0,0,150,39,NA,705,SI,SVN
2014,Slovenia,cv,58,Europe,Southern Europe,NA,0,0,0,150,39,NA,705,SI,SVN
2014,South Africa,pv,277491,Africa,Sub-Saharan Africa,Southern Africa,0,0,0,2,202,18,710,ZA,ZAF
2014,South Africa,cv,288592,Africa,Sub-Saharan Africa,Southern Africa,0,0,0,2,202,18,710,ZA,ZAF
2014,South Korea,pv,4124116,Asia,Eastern Asia,NA,0,0,0,142,30,NA,410,KR,KOR
2014,South Korea,cv,400816,Asia,Eastern Asia,NA,0,0,0,142,30,NA,410,KR,KOR
2014,Spain,pv,1898342,Europe,Southern Europe,NA,0,0,0,150,39,NA,724,ES,ESP
2014,Spain,cv,504636,Europe,Southern Europe,NA,0,0,0,150,39,NA,724,ES,ESP
2014,Sweden,pv,154174,Europe,Northern Europe,NA,0,0,0,150,154,NA,752,SE,SWE
2014,Sweden,cv,NA,Europe,Northern Europe,NA,0,0,0,150,154,NA,752,SE,SWE
2014,Taiwan,pv,332629,Asia,Eastern Asia,NA,0,0,0,142,30,NA,NA,CN-TW,TWN
2014,Taiwan,cv,46594,Asia,Eastern Asia,NA,0,0,0,142,30,NA,NA,CN-TW,TWN
2014,Thailand,pv,743258,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,764,TH,THA
2014,Thailand,cv,1137329,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,764,TH,THA
2014,Turkey,pv,733439,Asia,Western Asia,NA,0,0,0,142,145,NA,792,TR,TUR
2014,Turkey,cv,437006,Asia,Western Asia,NA,0,0,0,142,145,NA,792,TR,TUR
2014,Ukraine,pv,25941,Europe,Eastern Europe,NA,0,0,0,150,151,NA,804,UA,UKR
2014,Ukraine,cv,2810,Europe,Eastern Europe,NA,0,0,0,150,151,NA,804,UA,UKR
2014,United Kingdom,pv,1528148,Europe,Northern Europe,NA,0,0,0,150,154,NA,826,GB,GBR
2014,United Kingdom,cv,70731,Europe,Northern Europe,NA,0,0,0,150,154,NA,826,GB,GBR
2014,USA,pv,4253098,Americas,Northern America,NA,0,0,0,19,21,NA,840,US,USA
2014,USA,cv,7407604,Americas,Northern America,NA,0,0,0,19,21,NA,840,US,USA
2014,Uzbekistan,pv,245660,Asia,Central Asia,NA,0,1,0,142,143,NA,860,UZ,UZB
2014,Uzbekistan,cv,0,Asia,Central Asia,NA,0,1,0,142,143,NA,860,UZ,UZB
2014,Others,pv,584144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Others,cv,114998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Argentina,pv,308756,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,32,AR,ARG
2015,Argentina,cv,224927,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,32,AR,ARG
2015,Australia,pv,159872,Oceania,Australia and New Zealand,NA,0,0,0,9,53,NA,36,AU,AUS
2015,Australia,cv,13137,Oceania,Australia and New Zealand,NA,0,0,0,9,53,NA,36,AU,AUS
2015,Austria,pv,109000,Europe,Western Europe,NA,0,0,0,150,155,NA,40,AT,AUT
2015,Austria,cv,16500,Europe,Western Europe,NA,0,0,0,150,155,NA,40,AT,AUT
2015,Belgium,pv,369172,Europe,Western Europe,NA,0,0,0,150,155,NA,56,BE,BEL
2015,Belgium,cv,40168,Europe,Western Europe,NA,0,0,0,150,155,NA,56,BE,BEL
2015,Brazil,pv,2018954,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,76,BR,BRA
2015,Brazil,cv,410509,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,76,BR,BRA
2015,Canada,pv,888565,Americas,Northern America,NA,0,0,0,19,21,NA,124,CA,CAN
2015,Canada,cv,1394909,Americas,Northern America,NA,0,0,0,19,21,NA,124,CA,CAN
2015,China,pv,21079427,Asia,Eastern Asia,NA,0,0,0,142,30,NA,156,CN,CHN
2015,China,cv,3423899,Asia,Eastern Asia,NA,0,0,0,142,30,NA,156,CN,CHN
2015,Czech Republic,pv,1298236,Europe,Eastern Europe,NA,0,0,0,150,151,NA,203,CZ,CZE
2015,Czech Republic,cv,5367,Europe,Eastern Europe,NA,0,0,0,150,151,NA,203,CZ,CZE
2015,Egypt,pv,12000,Africa,Northern Africa,NA,0,0,0,2,15,NA,818,EG,EGY
2015,Egypt,cv,24000,Africa,Northern Africa,NA,0,0,0,2,15,NA,818,EG,EGY
2015,Finland,pv,69000,Europe,Northern Europe,NA,0,0,0,150,154,NA,246,FI,FIN
2015,Finland,cv,53,Europe,Northern Europe,NA,0,0,0,150,154,NA,246,FI,FIN
2015,France,pv,1553800,Europe,Western Europe,NA,0,0,0,150,155,NA,250,FR,FRA
2015,France,cv,416200,Europe,Western Europe,NA,0,0,0,150,155,NA,250,FR,FRA
2015,Germany,pv,5707938,Europe,Western Europe,NA,0,0,0,150,155,NA,276,DE,DEU
2015,Germany,cv,325226,Europe,Western Europe,NA,0,0,0,150,155,NA,276,DE,DEU
2015,Hungary,pv,491720,Europe,Eastern Europe,NA,0,0,0,150,151,NA,348,HU,HUN
2015,Hungary,cv,3650,Europe,Eastern Europe,NA,0,0,0,150,151,NA,348,HU,HUN
2015,India,pv,3378063,Asia,Southern Asia,NA,0,0,0,142,34,NA,356,IN,IND
2015,India,cv,747681,Asia,Southern Asia,NA,0,0,0,142,34,NA,356,IN,IND
2015,Indonesia,pv,824445,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,360,ID,IDN
2015,Indonesia,cv,274335,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,360,ID,IDN
2015,Iran,pv,884866,Asia,Southern Asia,NA,0,0,0,142,34,NA,364,IR,IRN
2015,Iran,cv,97471,Asia,Southern Asia,NA,0,0,0,142,34,NA,364,IR,IRN
2015,Italy,pv,663139,Europe,Southern Europe,NA,0,0,0,150,39,NA,380,IT,ITA
2015,Italy,cv,351084,Europe,Southern Europe,NA,0,0,0,150,39,NA,380,IT,ITA
2015,Japan,pv,7830722,Asia,Eastern Asia,NA,0,0,0,142,30,NA,392,JP,JPN
2015,Japan,cv,1447516,Asia,Eastern Asia,NA,0,0,0,142,30,NA,392,JP,JPN
2015,Malaysia,pv,558324,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,458,MY,MYS
2015,Malaysia,cv,56347,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,458,MY,MYS
2015,Mexico,pv,1968054,Americas,Latin America and the Caribbean,Central America,0,0,0,19,419,13,484,MX,MEX
2015,Mexico,cv,1597415,Americas,Latin America and the Caribbean,Central America,0,0,0,19,419,13,484,MX,MEX
2015,Netherlands,pv,41870,Europe,Western Europe,NA,0,0,0,150,155,NA,528,NL,NLD
2015,Netherlands,cv,2252,Europe,Western Europe,NA,0,0,0,150,155,NA,528,NL,NLD
2015,Poland,pv,534700,Europe,Eastern Europe,NA,0,0,0,150,151,NA,616,PL,POL
2015,Poland,cv,125903,Europe,Eastern Europe,NA,0,0,0,150,151,NA,616,PL,POL
2015,Portugal,pv,115468,Europe,Southern Europe,NA,0,0,0,150,39,NA,620,PT,PRT
2015,Portugal,cv,41158,Europe,Southern Europe,NA,0,0,0,150,39,NA,620,PT,PRT
2015,Romania,pv,387171,Europe,Eastern Europe,NA,0,0,0,150,151,NA,642,RO,ROU
2015,Romania,cv,6,Europe,Eastern Europe,NA,0,0,0,150,151,NA,642,RO,ROU
2015,Russia,pv,1214849,Europe,Eastern Europe,NA,0,0,0,150,151,NA,643,RU,RUS
2015,Russia,cv,169550,Europe,Eastern Europe,NA,0,0,0,150,151,NA,643,RU,RUS
2015,Serbia,pv,82400,Europe,Southern Europe,NA,0,0,0,150,39,NA,688,RS,SRB
2015,Serbia,cv,1230,Europe,Southern Europe,NA,0,0,0,150,39,NA,688,RS,SRB
2015,Slovakia,pv,1000001,Europe,Eastern Europe,NA,0,0,0,150,151,NA,703,SK,SVK
2015,Slovakia,cv,0,Europe,Eastern Europe,NA,0,0,0,150,151,NA,703,SK,SVK
2015,Slovenia,pv,133092,Europe,Southern Europe,NA,0,0,0,150,39,NA,705,SI,SVN
2015,Slovenia,cv,0,Europe,Southern Europe,NA,0,0,0,150,39,NA,705,SI,SVN
2015,South Africa,pv,341025,Africa,Sub-Saharan Africa,Southern Africa,0,0,0,2,202,18,710,ZA,ZAF
2015,South Africa,cv,274633,Africa,Sub-Saharan Africa,Southern Africa,0,0,0,2,202,18,710,ZA,ZAF
2015,South Korea,pv,4135108,Asia,Eastern Asia,NA,0,0,0,142,30,NA,410,KR,KOR
2015,South Korea,cv,420849,Asia,Eastern Asia,NA,0,0,0,142,30,NA,410,KR,KOR
2015,Spain,pv,2218980,Europe,Southern Europe,NA,0,0,0,150,39,NA,724,ES,ESP
2015,Spain,cv,514221,Europe,Southern Europe,NA,0,0,0,150,39,NA,724,ES,ESP
2015,Sweden,pv,188987,Europe,Northern Europe,NA,0,0,0,150,154,NA,752,SE,SWE
2015,Sweden,cv,NA,Europe,Northern Europe,NA,0,0,0,150,154,NA,752,SE,SWE
2015,Taiwan,pv,298418,Asia,Eastern Asia,NA,0,0,0,142,30,NA,NA,CN-TW,TWN
2015,Taiwan,cv,52667,Asia,Eastern Asia,NA,0,0,0,142,30,NA,NA,CN-TW,TWN
2015,Thailand,pv,772250,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,764,TH,THA
2015,Thailand,cv,1143170,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,764,TH,THA
2015,Turkey,pv,791027,Asia,Western Asia,NA,0,0,0,142,145,NA,792,TR,TUR
2015,Turkey,cv,567769,Asia,Western Asia,NA,0,0,0,142,145,NA,792,TR,TUR
2015,Ukraine,pv,5654,Europe,Eastern Europe,NA,0,0,0,150,151,NA,804,UA,UKR
2015,Ukraine,cv,2590,Europe,Eastern Europe,NA,0,0,0,150,151,NA,804,UA,UKR
2015,United Kingdom,pv,1587677,Europe,Northern Europe,NA,0,0,0,150,154,NA,826,GB,GBR
2015,United Kingdom,cv,94479,Europe,Northern Europe,NA,0,0,0,150,154,NA,826,GB,GBR
2015,USA,pv,4163679,Americas,Northern America,NA,0,0,0,19,21,NA,840,US,USA
2015,USA,cv,7936416,Americas,Northern America,NA,0,0,0,19,21,NA,840,US,USA
2015,Uzbekistan,pv,185400,Asia,Central Asia,NA,0,1,0,142,143,NA,860,UZ,UZB
2015,Uzbekistan,cv,0,Asia,Central Asia,NA,0,1,0,142,143,NA,860,UZ,UZB
2015,Others,pv,693817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Others,cv,138866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Argentina,pv,241315,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,32,AR,ARG
2016,Argentina,cv,231461,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,32,AR,ARG
2016,Australia,pv,149000,Oceania,Australia and New Zealand,NA,0,0,0,9,53,NA,36,AU,AUS
2016,Australia,cv,12294,Oceania,Australia and New Zealand,NA,0,0,0,9,53,NA,36,AU,AUS
2016,Austria,pv,90000,Europe,Western Europe,NA,0,0,0,150,155,NA,40,AT,AUT
2016,Austria,cv,18000,Europe,Western Europe,NA,0,0,0,150,155,NA,40,AT,AUT
2016,Belgium,pv,354003,Europe,Western Europe,NA,0,0,0,150,155,NA,56,BE,BEL
2016,Belgium,cv,45424,Europe,Western Europe,NA,0,0,0,150,155,NA,56,BE,BEL
2016,Brazil,pv,1778464,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,76,BR,BRA
